codigo;descripcion;familia;rubro;subrubro;proveedor;costo;iva;ganancia;moneda;codigo barra;ubicación;stock
101052008075006;Tubo PVC KB08 Ø75 x 2,9 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;44006;21;35;$;;;
101052008090006;Tubo PVC KB08 Ø90 x 3,5 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;63738;21;35;$;;;
101052008110006;Tubo PVC KB08 Ø110 x 4,3 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;95749;21;35;$;;;
101052008125006;Tubo PVC KB08 Ø125 x 4,8 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;121513;21;35;$;;;
101052008140006;Tubo PVC KB08 Ø140 x 5,4 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;153098;21;35;$;;;
101052008160006;Tubo PVC KB08 Ø160 x 6,2 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;200866;21;35;$;;;
101052008200006;Tubo PVC KB08 Ø200 x 7,7 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;311946;21;35;$;;;
101052008225006;Tubo PVC KB08 Ø225 x 8,7 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;396480;21;35;$;;;
101052008250006;Tubo PVC KB08 Ø250 x 9,7 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;491164;21;35;$;;;
101052008315006;Tubo PVC KB08 Ø315 x 12,2 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;778410;21;35;$;;;
101052008355006;Tubo PVC KB08 Ø355 x 13,7 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;985239;21;35;$;;;
101052008400006;Tubo PVC KB08 Ø400 x 15,4 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;1247997;21;35;$;;;
101052008450006;Tubo PVC KB08 Ø450 x 17,3 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;1577333;21;35;$;;;
101052008500006;Tubo PVC KB08 Ø500 x 19,3 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;1954933;21;35;$;;;
101052008630006;Tubo PVC KB08 Ø630 x 24,1 x 6 (mm / mm / mts) Junta Elástica Clase 8;;;;;3076946;21;35;$;;;
101050310050006;Tubo PVC KB10 Ø50 x 2,4 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;25552;21;35;$;;;
101050310063006;Tubo PVC KB10 Ø63 x 3,0 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;38683;21;35;$;;;
101050310075006;Tubo PVC KB10 Ø75 x 3,6 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;55362;21;35;$;;;
101050310090006;Tubo PVC KB10 Ø90 x 4,3 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;78785;21;35;$;;;
101050310110006;Tubo PVC KB10 Ø110 x 5,3 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;117823;21;35;$;;;
101050310125006;Tubo PVC KB10 Ø125 x 6,0x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;152602;21;35;$;;;
101050310140006;Tubo PVC KB10 Ø140 x 6,7 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;189865;21;35;$;;;
101050310160006;Tubo PVC KB10 Ø160 x 7,7 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;247002;21;35;$;;;
101050310200006;Tubo PVC KB10 Ø200 x 9,6 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;382569;21;35;$;;;
101050310225006;Tubo PVC KB10 Ø225 x 10,8 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;489035;21;35;$;;;
101050310250006;Tubo PVC KB10 Ø250 x 11,9 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;592875;21;35;$;;;
101050310315006;Tubo PVC KB10 Ø315 x 15,0 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;937613;21;35;$;;;
101050310355006;Tubo PVC KB10 Ø355 x 16,9 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;1197390;21;35;$;;;
101050310400006;Tubo PVC KB10 Ø400 x 19,1 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;1523177;21;35;$;;;
101050310450006;Tubo PVC KB10 Ø450 x 21,5 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;1863869;21;35;$;;;
101050310500006;Tubo PVC KB10 Ø500 x 23,8 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;2362841;21;35;$;;;
101050310630006;Tubo PVC KB10 Ø630 x 30,0 x 6 (mm / mm / mts) Junta Elástica Clase 10;;;;;4427337;21;35;$;;;
101141601100006;Tubo PVC-O Ø110 x 2,4 x 6 (mm / mm / mts) Junta Elástica Clase 16;;;;;108170;21;35;$;;;
101141601600006;Tubo PVC-O Ø160 x 3,5 x 6 (mm / mm / mts) Junta Elástica Clase 16;;;;;195982;21;35;$;;;
101141602000006;Tubo PVC-O Ø200 x 4,4 x 6 (mm / mm / mts) Junta Elástica Clase 16;;;;;306278;21;35;$;;;
101141602500006;Tubo PVC-O Ø250 x 5,5 x 6 (mm / mm / mts) Junta Elástica Clase 16;;;;;480282;21;35;$;;;
101141603150006;Tubo PVC-O Ø315 x 6,9 x 6 (mm / mm / mts) Junta Elástica Clase 16;;;;;754555;21;35;$;;;
101141604000006;Tubo PVC-O Ø400 x 8,8 x 6 (mm / mm / mts) Junta Elástica Clase 16;;;;;1219948;21;35;$;;;
0;Tubo PVC-O Ø110 x 2,2 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;107891;21;35;$;;;
0;Tubo PVC-O Ø125 x 2,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;135765;21;35;$;;;
0;Tubo PVC-O Ø140 x 2,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;170309;21;35;$;;;
0;Tubo PVC-O Ø160 x 3,2 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;222451;21;35;$;;;
0;Tubo PVC-O Ø200 x 4,0 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;347574;21;35;$;;;
0;Tubo PVC-O Ø225 x 4,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;439900;21;35;$;;;
0;Tubo PVC-O Ø250 x 5,0 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;543073;21;35;$;;;
0;Tubo PVC-O Ø315 x 6,3 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;862189;21;35;$;;;
0;Tubo PVC-O Ø355 x 7,1 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;1100056;21;35;$;;;
0;Tubo PVC-O Ø400 x 8,0 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;1396965;21;35;$;;;
0;Tubo PVC-O Ø450 x 8,9 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;1768440;21;35;$;;;
0;Tubo PVC-O Ø500 x  9,9 x  5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;2183842;21;35;$;;;
0;Tubo PVC-O Ø630 x 12,6 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;3470042;21;35;$;;;
0;Tubo PVC-O Ø710 x 14,2 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;4408221;21;35;$;;;
0;Tubo PVC-O Ø800 x 16,3 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;5561151;21;35;$;;;
0;Tubo PVC-O Ø900 x 0,00 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;5242889;21;35;$;;;
0;Tubo PVC-O Ø1000 x 0,00 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;6448150;21;35;$;;;
0;Tubo PVC-O Ø1100 x 0,00 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;7713675;21;35;$;;;
0;Tubo PVC-O Ø1200 x 0,00 x 5,95 (mm / mm / mts) Junta Elástica Clase 12,5;;;;;9099726;21;35;$;;;
0;Tubo PVC-O Ø90 x 1,7 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;89005;21;35;$;;;
0;Tubo PVC-O Ø110 x 2,4 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;132958;21;35;$;;;
0;Tubo PVC-O Ø125 x 2,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;157321;21;35;$;;;
0;Tubo PVC-O Ø140 x 3,1 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;188341;21;35;$;;;
0;Tubo PVC-O Ø160 x 3,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;245987;21;35;$;;;
0;Tubo PVC-O Ø200 x 4,4 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;384355;21;35;$;;;
0;Tubo PVC-O Ø225 x 5,0 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;486457;21;35;$;;;
0;Tubo PVC-O Ø250 x 5,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;600557;21;35;$;;;
0;Tubo PVC-O Ø315 x 6,9 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;953458;21;35;$;;;
0;Tubo PVC-O Ø355 x 7,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;1210969;21;35;$;;;
0;Tubo PVC-O Ø400 x 8,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;1537434;21;35;$;;;
0;Tubo PVC-O Ø450 x 9,9 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;1945827;21;35;$;;;
0;Tubo PVC-O Ø500 x 11,0 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;2402253;21;35;$;;;
0;Tubo PVC-O Ø630 x 13,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;3813806;21;35;$;;;
0;Tubo PVC-O Ø710 x 15,4 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;4843891;21;35;$;;;
0;Tubo PVC-O Ø800 x 17,4 x 5,95 (mm / mm / mts) Junta Elástica Clase 16;;;;;6149750;21;35;$;;;
0;Tubo PVC-O Ø90 x 2,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;89615;21;35;$;;;
0;Tubo PVC-O Ø110 x 3,1 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;133867;21;35;$;;;
0;Tubo PVC-O Ø125 x 3,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;172858;21;35;$;;;
0;Tubo PVC-O Ø140 x 3,9 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;216839;21;35;$;;;
0;Tubo PVC-O Ø160 x 4,4 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;283216;21;35;$;;;
0;Tubo PVC-O Ø200 x 5,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;442530;21;35;$;;;
0;Tubo PVC-O Ø225 x 6,2 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;560074;21;35;$;;;
0;Tubo PVC-O Ø250 x 6,9 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;691460;21;35;$;;;
0;Tubo PVC-O Ø315 x 8,7 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;1097751;21;35;$;;;
0;Tubo PVC-O Ø355 x 9,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;1394253;21;35;$;;;
0;Tubo PVC-O Ø400 x 11,0 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;1770121;21;35;$;;;
0;Tubo PVC-O Ø450 x 12,4 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;2240309;21;35;$;;;
0;Tubo PVC-O Ø500 x 13,7 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;2765811;21;35;$;;;
0;Tubo PVC-O Ø630 x 17,3 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;4391003;21;35;$;;;
0;Tubo PVC-O Ø710 x 19,2 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;5576986;21;35;$;;;
0;Tubo PVC-O Ø800 x 21,6 x 5,95 (mm / mm / mts) Junta Elástica Clase 20;;;;;7080486;21;35;$;;;
0;Tubo PVC-O Ø90 x 3,1 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;110209;21;35;$;;;
0;Tubo PVC-O Ø110 x 3,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;162907;21;35;$;;;
0;Tubo PVC-O Ø125 x 4,3 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;210358;21;35;$;;;
0;Tubo PVC-O Ø140 x 4,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;263883;21;35;$;;;
0;Tubo PVC-O Ø160 x 5,5 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;344659;21;35;$;;;
0;Tubo PVC-O Ø200 x 6,9 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;538531;21;35;$;;;
0;Tubo PVC-O Ø225 x 7,7 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;681576;21;35;$;;;
0;Tubo PVC-O Ø250 x 8,6 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;841460;21;35;$;;;
0;Tubo PVC-O Ø315 x 10,8 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;1335902;21;35;$;;;
0;Tubo PVC-O Ø355 x 12,2 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;1696721;21;35;$;;;
0;Tubo PVC-O Ø400 x 13,7 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;2154138;21;35;$;;;
0;Tubo PVC-O Ø450 x 15,4 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;2726318;21;35;$;;;
0;Tubo PVC-O Ø500 x 17,1 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;3365826;21;35;$;;;
0;Tubo PVC-O Ø630 x 21,6 x 5,95 (mm / mm / mts) Junta Elástica Clase 25;;;;;5343594;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø140 x 3,5 mm x metro (tira x 12mt);;;;;14355;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø160 x 4,0 mm x metro (tira x 12mt);;;;;18757;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø180 x 4,4 mm x metro (tira x 12mt);;;;;23159;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø200 x 4,9 mm x metro (tira x 12mt);;;;;28710;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø225 x 5,5 mm x metro (tira x 12mt);;;;;36175;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø250 x 6,2 mm x metro(tira x 12mt);;;;;45362;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø280 x 6,9 mm x metro (tira x 12mt);;;;;56559;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø315 x 7,7 mm x metro (tira x 12mt);;;;;71009;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø355 x 8,7 mm x metro (tira x 12mt);;;;;90341;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø400 x 9,8 mm x metro (tira x 12mt);;;;;114649;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø450 x 11,0 mm x metro (tira x 12mt);;;;;144794;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø500 x 12,3 mm x metro(tira x 12mt);;;;;179916;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø560 x 13,7 mm x metro (tira x 12mt);;;;;224417;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø630 x 15,4 mm x metro (tira x 12mt);;;;;283846;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø710 x 17,4 mm x metro (tira x 12mt);;;;;361459;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø800 x 19,6 mm x metro (tira x 12mt);;;;;458690;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø900 x 22,0 mm x metro (tira x 12mt);;;;;579272;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø1000 x 24,5 mm x metro (tira x 12mt);;;;;716793;21;35;$;;;
0;Tubo PEAD PE100 K4 Ø1200 x 29,4 mm x metro (tira x 12mt);;;;;1032125;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø63 x 2,0 mm x metro (rollo x 300mt);;;;;3637;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø75 x 2,3 mm x metro (rollo x 200mt);;;;;4976;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø90 x 2,8 mm x metro (tira x 12mt);;;;;7369;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø110 x 3,4 mm x metro (tira x 12mt);;;;;10910;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø125 x 3,9 mm x metro (tira x 12mt);;;;;14164;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø140 x 4,3 mm x metro (tira x 12mt);;;;;17513;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø160 x 4,9 mm x metro (tira x 12mt);;;;;22777;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø180 x 5,5 mm x metro (tira x 12mt);;;;;28806;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø200 x 6,2 mm x metro (tira x 12mt);;;;;36079;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø225 x 6,9 mm x metro (tira x 12mt);;;;;45170;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø250 x 7,7 mm x metro (tira x 12mt);;;;;55985;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø280 x 8,6 mm x metro (tira x 12mt);;;;;69957;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø315 x 9,7 mm x metro (tira x 12mt);;;;;88810;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø355 x 10,9 mm x metro (tira x 12mt);;;;;112448;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø400 x 12,3 mm x metro (tira x 12mt);;;;;142976;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø450 x 13,8 mm x metro (tira x 12mt);;;;;180490;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø500 x 15,3 mm x metro (tira x 12mt);;;;;222407;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø560 x 17,2 mm x metro (tira x 12mt);;;;;280018;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø630 x 19,3 mm x metro (tira x 12mt);;;;;353516;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø710 x 21,8 mm x metro (tira x 12mt);;;;;449886;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø800 x 24,5 mm x metro  (tira x 12mt);;;;;569798;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø900 x 27,6 mm x metro  (tira x 12mt);;;;;722152;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø1000 x 30,6 mm x metro  (tira x 12mt);;;;;889627;21;35;$;;;
0;Tubo PEAD PE100 K5 Ø1200 x 36,7 mm x metro  (tira x 12mt);;;;;1280370;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø50 x 2,0 mm x metro (Rollo x 500mt);;;;;2871;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø63 x 2,5 mm x metro (Rollo x 300mt);;;;;4498;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø75 x 2,9 mm x metro (rollo x 200mt);;;;;6316;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø90 x 3,5 mm x metro (tira x 12mt);;;;;9092;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø110 x 4,2 mm x metro (tira x 12mt);;;;;13302;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø125 x 4,8 mm x metro (tira x 12mt);;;;;17322;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø140 x 5,4 mm x metro (tira x 12mt);;;;;21820;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø160 x 6,2 mm x metro (tira x 12mt);;;;;28614;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø180 x 6,9 mm x metro (tira x 12mt);;;;;35792;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø200 x 7,7 mm x metro (tira x 12mt);;;;;44405;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø225 x 8,6 mm x metro (tira x 12mt);;;;;55793;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø250 x 9,6 mm x metro (tira x 12mt);;;;;69191;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø280 x 10,7 mm x metro (tira x 12mt);;;;;86417;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø315 x 12,1 mm x metro (tira x 12mt);;;;;109959;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø355 x 13,6 mm x metro (tira x 12mt);;;;;139244;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø400 x 15,3 mm x metro (tira x 12mt);;;;;176471;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø450 x 17,2 mm x metro (tira x 12mt);;;;;223268;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø500 x 19,1 mm x metro (tira x 12mt);;;;;275425;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø560 x 21,4 mm x metro (tira x 12mt);;;;;345668;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø630 x 24,1 mm x metro (tira x 12mt);;;;;437923;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø710 x 27,2 mm x metro (tira x 12mt);;;;;556974;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø800 x 30,6 mm x metro (tira x 12mt);;;;;706075;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø900 x 34,4 mm x metro (tira x 12mt);;;;;892977;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø1000 x 38,2 mm x metro (tira x 12mt);;;;;1101890;21;35;$;;;
0;Tubo PEAD PE100 K6 Ø1200 x 45,9 mm x metro (tira x 12mt);;;;;1588620;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø40 x 2,0 mm x metro (Rollo x 500mt);;;;;2297;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø50 x 2,4 mm x metro (Rollo x 500mt);;;;;3445;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø63 x 3,0 mm x metro (Rollo x 300 mt);;;;;5359;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø75 x 3,6 mm x metro (Rollo x 200mt);;;;;7752;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø90 x 4,3 mm x metro (tira x 12mt);;;;;11006;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø110 x 5,3 mm x metro (tira x 12mt);;;;;16652;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø125 x 6,0 mm x metro (tira x 12mt);;;;;21437;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø140 x 6,7 mm x metro (tira x 12mt);;;;;26796;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø160 x 7,7 mm x metro (tira x 12mt);;;;;35122;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø180 x 8,6 mm x metro (tira x 12mt);;;;;44213;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø200 x 9,6 mm x metro (tira x 12mt);;;;;54836;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø225 x 10,8 mm x metro (tira x 12mt);;;;;69383;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø250 x 11,9 mm x metro (tira x 12mt);;;;;84982;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø280 x 13,4 mm x metro (tira x 12mt);;;;;107184;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø315 x 15,0 mm x metro (tira x 12mt);;;;;134937;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø355 x 16,9 mm x metro (tira x 12mt);;;;;171399;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø400 x 19,1 mm x metro (tira x 12mt);;;;;218196;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø450 x 21,5 mm x metro (tira x 12mt);;;;;276286;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø500 x 23,9 mm x metro (tira x 12mt);;;;;341266;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø560 x 26,7 mm x metro (tira x 12mt);;;;;427013;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø630 x 30,0 mm x metro (tira x 12mt);;;;;539844;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø710 x 33,9 mm x metro (tira x 12mt);;;;;687317;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø800 x 38,1 mm x metro (tira x 12mt);;;;;870583;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø900 x 42,9 mm x metro (tira x 12mt);;;;;1102751;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø1000 x 47,7 mm x metro (tira x 12mt);;;;;1362290;21;35;$;;;
0;Tubo PEAD PE100 K8 Ø1200 x 57,2 mm x metro (tira x 12mt);;;;;1960415;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø20 x 2,0 mm x metro (Rollo x 500mts);;;;;1212;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø25 x 2,3 mm x metro (Rollo x 500mts);;;;;1543;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø32 x 2,0 mm x metro (Rollo x 500mts);;;;;2094;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø40 x 2,4 mm x metro (Rollo x 500mts);;;;;2680;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø50 x 3,0 mm x metro (Rollo x 500mts);;;;;4211;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø63 x 3,8 mm x metro (Rollo x 300mts);;;;;6699;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø75 x 4,5 mm x metro (Rollo x 200 Mt);;;;;9474;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø90 x 5,4 mm x metro (Rollo x 100 Mt);;;;;13685;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø110 x 6,6 mm x metro (Rollo x 100 Mt);;;;;20480;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø125 x 7,4 mm x metro (Tira x 12 mt);;;;;26126;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø140 x 8,3 mm x metro (Tira x 12 mt);;;;;32825;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø160 x 9,5 mm x metro (Tira x 12 mt);;;;;42874;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø180 x 10,7 mm x metro (Tira x 12 mt);;;;;54358;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø200 x 11,9 mm x metro (Tira x 12 mt);;;;;67086;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø225 x 13,4 mm x metro (Tira x 12 mt);;;;;85077;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø250 x 14,8 mm x metro (Tira x 12 mt);;;;;104409;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø280 x 16,6 mm x metro (Tira x 12 mt);;;;;131109;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø315 x 18,7 mm x metro (Tira x 12 mt);;;;;166135;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø355 x 21,1 mm x metro (Tira x 12 mt);;;;;211306;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø400 x 23,7 mm x metro (Tira x 12 mt);;;;;267482;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø450 x 26,7 mm x metro (Tira x 12 mt);;;;;338969;21;35;$;;;
0;Tubo PEAD PE100 K10 Ø500 x 29,7 mm x metro (Tira x 12 mt);;;;;418879;21;35;$;;;
